levelId,moduleName,title,type,duration,order,videoUrl,content,locked,programId
quinto-egb,IA y Creatividad,IA musical,tutorial,25 min,11,,"Las IAs pueden componer música analizando patrones de canciones existentes. Crearás melodías simples usando herramientas de IA musical.",false,ia
quinto-egb,IA y Creatividad,Proyecto: Arte generativo,project,45 min,12,,"Crea arte usando IA: puede ser una imagen, una melodía, o una historia. Combina tu creatividad con las capacidades de la IA.",false,ia
quinto-egb,IA Responsable,Privacidad y datos,video,20 min,13,,"Las IAs necesitan datos para aprender, pero esos datos pueden ser privados. Aprenderás sobre consentimiento, anonimización y derechos de datos.",false,ia
quinto-egb,IA Responsable,Sesgo algorítmico,activity,30 min,14,,"Los sesgos humanos se transfieren a las IAs. Analizaremos casos reales donde las IAs fueron injustas y cómo se puede prevenir.",false,ia
quinto-egb,IA Responsable,Proyecto: Auditoría de IA,project,45 min,15,,"Analiza una IA existente: ¿es justa? ¿respeta la privacidad? ¿es transparente? Presenta un informe con recomendaciones de mejora.",false,ia
quinto-egb,IA Responsable,Certificación: Desarrollador IA Responsable,activity,20 min,16,,"Certificado por demostrar conocimiento en desarrollo ético de IA. Compromiso de crear tecnología que beneficie a todos.",true,ia
quinto-egb,Redes y Comunicaciones,¿Cómo funciona Internet?,video,20 min,1,,"Internet es una red de redes. Los datos viajan en paquetes por cables, fibra óptica y ondas. Servidores, routers y protocolos hacen posible la comunicación.",false,hacking
quinto-egb,Redes y Comunicaciones,Direcciones IP y DNS,tutorial,25 min,2,,"Cada dispositivo tiene una dirección IP única. DNS traduce nombres (google.com) a números (142.250.185.78). Es como la guía telefónica de Internet.",false,hacking
quinto-egb,Redes y Comunicaciones,HTTP y HTTPS,video,20 min,3,,"HTTP envía datos sin protección. HTTPS los encripta. El candado en tu navegador significa que la conexión es segura. Siempre busca el candado.",false,hacking
quinto-egb,Redes y Comunicaciones,Proyecto: Rastreando paquetes,activity,35 min,4,,"Usaremos herramientas para ver cómo viajan los datos por Internet. Trazaremos la ruta desde tu computadora hasta servidores en otros países.",false,hacking
quinto-egb,Criptografía Básica,Historia de los códigos secretos,video,20 min,5,,"Desde el cifrado César hasta Enigma. Los humanos siempre han querido comunicarse en secreto. La criptografía es el arte de los códigos.",false,hacking
quinto-egb,Criptografía Básica,Cifrado simétrico,tutorial,30 min,6,,"Una llave para cifrar y descifrar. Como una caja fuerte: la misma llave abre y cierra. Problema: ¿cómo compartir la llave de forma segura?",false,hacking
quinto-egb,Criptografía Básica,Cifrado asimétrico,tutorial,30 min,7,,"Dos llaves: pública para cifrar, privada para descifrar. Puedes compartir la pública sin riesgo. Es la base de la seguridad en Internet.",false,hacking
quinto-egb,Criptografía Básica,Proyecto: Mensajes secretos,project,40 min,8,,"Crea tu propio sistema de cifrado. Intercambia mensajes secretos con un compañero. Intenta descifrar mensajes de otros equipos.",false,hacking
quinto-egb,Seguridad de Redes,Firewalls y antivirus,video,20 min,9,,"Firewalls filtran el tráfico de red. Antivirus detectan software malicioso. Juntos forman la primera línea de defensa de tu computadora.",false,hacking
quinto-egb,Seguridad de Redes,Redes WiFi seguras,tutorial,25 min,10,,"WPA3 es el estándar más seguro para WiFi. Nunca uses redes abiertas para cosas importantes. Las VPN añaden una capa extra de protección.",false,hacking
quinto-egb,Seguridad de Redes,Ataques comunes,video,25 min,11,,"Man-in-the-middle, DDoS, SQL injection. Conocer los ataques te ayuda a defenderte. Los hackers éticos estudian esto para proteger sistemas.",false,hacking
quinto-egb,Seguridad de Redes,Proyecto: Auditoría de red casera,project,45 min,12,,"Analiza la seguridad de tu red WiFi en casa. ¿Tiene contraseña fuerte? ¿Está actualizado el router? Crea un informe con recomendaciones.",false,hacking
quinto-egb,Hacking Ético,¿Qué es un hacker ético?,video,20 min,13,,"Los hackers éticos (white hat) usan sus habilidades para proteger, no para dañar. Las empresas los contratan para encontrar vulnerabilidades.",false,hacking
quinto-egb,Hacking Ético,Metodología de pentesting,tutorial,30 min,14,,"Reconocimiento, escaneo, explotación, post-explotación, reporte. Los pentesters siguen un proceso sistemático para evaluar la seguridad.",false,hacking
quinto-egb,Hacking Ético,Proyecto: CTF básico,project,50 min,15,,"Capture The Flag: competencia donde resuelves desafíos de seguridad para encontrar 'banderas'. Practicarás habilidades de hacking ético.",false,hacking
quinto-egb,Hacking Ético,Certificación: Hacker Ético Junior,activity,20 min,16,,"Certificado por completar el curso de fundamentos de ciberseguridad y hacking ético. Compromiso de usar tus habilidades para el bien.",true,hacking
sexto-egb,Robótica Intermedia,Comunicación serial,video,20 min,1,,"El puerto serial permite que Arduino se comunique con la computadora. Serial.begin() inicia la comunicación. Serial.print() envía datos. Serial.read() recibe datos.",false,robotica
sexto-egb,Robótica Intermedia,Funciones personalizadas,tutorial,30 min,2,,"Las funciones organizan el código en bloques reutilizables. Crea funciones para tareas repetitivas: encenderLED(), leerSensor(), moverMotor().",false,robotica
sexto-egb,Robótica Intermedia,Arrays y estructuras,tutorial,30 min,3,,"Los arrays guardan múltiples valores del mismo tipo. int sensores[5] guarda 5 valores. Útil para manejar múltiples sensores o LEDs.",false,robotica
sexto-egb,Robótica Intermedia,Proyecto: Piano electrónico,project,50 min,4,,"Construye un piano con 8 botones y un buzzer. Cada botón toca una nota diferente. Usarás arrays para las frecuencias y funciones para organizar el código.",false,robotica
sexto-egb,Comunicación Inalámbrica,Bluetooth con HC-05,tutorial,35 min,5,,"El módulo HC-05 permite comunicación Bluetooth. Controla tu robot desde el celular. Envía comandos y recibe datos de sensores de forma inalámbrica.",false,robotica
sexto-egb,Comunicación Inalámbrica,WiFi con ESP8266,tutorial,40 min,6,,"El ESP8266 conecta Arduino a Internet. Envía datos a la nube, controla dispositivos remotamente. Es la base del Internet de las Cosas (IoT).",false,robotica
sexto-egb,Comunicación Inalámbrica,Proyecto: Robot controlado por app,project,60 min,7,,"Crea una app simple para controlar tu robot por Bluetooth. Botones para adelante, atrás, izquierda, derecha. El robot responde a tus comandos.",false,robotica
sexto-egb,Internet de las Cosas,¿Qué es IoT?,video,20 min,8,,"IoT conecta objetos cotidianos a Internet: refrigeradores, focos, termostatos. Pueden comunicarse entre sí y ser controlados remotamente.",false,robotica
sexto-egb,Internet de las Cosas,Plataformas IoT,tutorial,30 min,9,,"ThingSpeak, Blynk, IFTTT son plataformas para proyectos IoT. Almacenan datos, crean gráficas, envían notificaciones. Conectaremos Arduino a la nube.",false,robotica
sexto-egb,Internet de las Cosas,Sensores en la nube,tutorial,35 min,10,,"Envía datos de sensores a Internet. Temperatura, humedad, luz. Visualiza gráficas en tiempo real desde cualquier lugar del mundo.",false,robotica
sexto-egb,Internet de las Cosas,Proyecto: Estación meteorológica IoT,project,60 min,11,,"Construye una estación que mida temperatura, humedad y presión. Los datos se envían a la nube y puedes verlos desde tu celular.",false,robotica
sexto-egb,Robótica Avanzada,Robots seguidores de línea,tutorial,40 min,12,,"Los sensores infrarrojos detectan líneas negras sobre fondo blanco. El algoritmo PID mantiene al robot sobre la línea de forma suave.",false,robotica
sexto-egb,Robótica Avanzada,Robots evasores de obstáculos,tutorial,40 min,13,,"Usando sensores ultrasónicos, el robot detecta obstáculos y los evita. Algoritmos de navegación autónoma para moverse sin chocar.",false,robotica
sexto-egb,Robótica Avanzada,Proyecto: Robot autónomo,project,70 min,14,,"Construye un robot que combine seguidor de línea y evasor de obstáculos. Debe completar un circuito evitando obstáculos en el camino.",false,robotica
sexto-egb,Competencia Final,Preparación para competencia,activity,40 min,15,,"Prepara tu robot para la competencia final. Optimiza código, calibra sensores, practica en el circuito. Estrategia y trabajo en equipo.",false,robotica
sexto-egb,Competencia Final,Torneo de robótica,activity,60 min,16,,"Competencia oficial: los robots compiten en velocidad, precisión y creatividad. Premios para diferentes categorías. ¡Demuestra lo aprendido!",true,robotica
sexto-egb,Deep Learning,Introducción a Deep Learning,video,25 min,1,,"Deep Learning usa redes neuronales profundas con muchas capas. Puede reconocer imágenes, traducir idiomas, conducir autos. Es la IA más avanzada.",false,ia
sexto-egb,Deep Learning,Redes convolucionales (CNN),video,30 min,2,,"Las CNN son especialistas en imágenes. Detectan bordes, formas, texturas. Cada capa aprende características más complejas. Usadas en reconocimiento facial.",false,ia
sexto-egb,Deep Learning,Transfer Learning,tutorial,35 min,3,,"No necesitas entrenar desde cero. Usa modelos pre-entrenados y adáptalos a tu problema. Es más rápido y requiere menos datos.",false,ia
sexto-egb,Deep Learning,Proyecto: Clasificador avanzado,project,50 min,4,,"Usa transfer learning para crear un clasificador de 10 categorías. Compara precisión con modelos entrenados desde cero.",false,ia
sexto-egb,Procesamiento de Lenguaje,¿Cómo entienden texto las IAs?,video,25 min,5,,"NLP (Natural Language Processing) permite a las IAs entender y generar texto. Chatbots, traductores, asistentes virtuales usan NLP.",false,ia
sexto-egb,Procesamiento de Lenguaje,Análisis de sentimientos,tutorial,35 min,6,,"Las IAs pueden detectar si un texto es positivo, negativo o neutral. Útil para analizar opiniones en redes sociales y reseñas.",false,ia
sexto-egb,Procesamiento de Lenguaje,Chatbots inteligentes,tutorial,40 min,7,,"Crea un chatbot que responda preguntas sobre un tema específico. Usarás técnicas de NLP para entender las preguntas del usuario.",false,ia
sexto-egb,Procesamiento de Lenguaje,Proyecto: Asistente de tareas,project,50 min,8,,"Construye un asistente que ayude con tareas escolares. Puede responder preguntas, explicar conceptos y dar ejemplos.",false,ia
sexto-egb,Visión por Computadora,Detección de objetos,video,25 min,9,,"YOLO y SSD detectan múltiples objetos en una imagen. Dibujan cajas alrededor de cada objeto identificado. Usado en autos autónomos.",false,ia
sexto-egb,Visión por Computadora,Segmentación de imágenes,tutorial,35 min,10,,"La segmentación clasifica cada pixel de una imagen. Útil para separar personas del fondo, identificar tumores en radiografías.",false,ia
sexto-egb,Visión por Computadora,Pose estimation,tutorial,35 min,11,,"Detecta la posición del cuerpo humano: cabeza, brazos, piernas. Usado en videojuegos, deportes, fisioterapia.",false,ia
sexto-egb,Visión por Computadora,Proyecto: Contador de personas,project,50 min,12,,"Crea un sistema que cuente personas que pasan por un lugar. Usa detección de objetos y tracking para no contar la misma persona dos veces.",false,ia
sexto-egb,IA en la Sociedad,IA y empleo,video,25 min,13,,"La IA automatiza trabajos pero también crea nuevos. Aprenderás qué habilidades serán valiosas en el futuro y cómo prepararte.",false,ia
sexto-egb,IA en la Sociedad,IA y medio ambiente,activity,30 min,14,,"La IA puede ayudar al medio ambiente: optimizar energía, predecir desastres, monitorear deforestación. Pero también consume mucha energía.",false,ia
sexto-egb,IA en la Sociedad,Proyecto: IA para el bien social,project,50 min,15,,"Diseña un proyecto de IA que resuelva un problema social o ambiental de tu comunidad. Presenta tu propuesta con impacto esperado.",false,ia
sexto-egb,IA en la Sociedad,Certificación: Especialista en IA,activity,20 min,16,,"Certificado por dominar conceptos avanzados de IA y demostrar compromiso con el uso responsable de la tecnología.",true,ia
sexto-egb,Análisis de Vulnerabilidades,OWASP Top 10,video,25 min,1,,"Las 10 vulnerabilidades web más críticas según OWASP. Injection, Broken Authentication, XSS, y más. Conocerlas es el primer paso para prevenirlas.",false,hacking
sexto-egb,Análisis de Vulnerabilidades,SQL Injection,tutorial,40 min,2,,"SQL Injection permite a atacantes manipular bases de datos. Aprenderás cómo funciona y cómo prevenirlo con consultas parametrizadas.",false,hacking
sexto-egb,Análisis de Vulnerabilidades,Cross-Site Scripting (XSS),tutorial,40 min,3,,"XSS inyecta código malicioso en páginas web. Puede robar cookies, redirigir usuarios, modificar contenido. Prevención: sanitizar entradas.",false,hacking
sexto-egb,Análisis de Vulnerabilidades,Proyecto: Laboratorio de vulnerabilidades,project,50 min,4,,"Practica en un entorno seguro (DVWA) encontrando y explotando vulnerabilidades. Luego documenta cómo corregirlas.",false,hacking
sexto-egb,Herramientas de Seguridad,Nmap: Escaneo de redes,tutorial,35 min,5,,"Nmap descubre hosts y servicios en una red. Identifica puertos abiertos, sistemas operativos, versiones de software. Herramienta esencial.",false,hacking
sexto-egb,Herramientas de Seguridad,Wireshark: Análisis de tráfico,tutorial,40 min,6,,"Wireshark captura y analiza paquetes de red. Puedes ver exactamente qué datos se envían. Útil para debugging y seguridad.",false,hacking
sexto-egb,Herramientas de Seguridad,Burp Suite: Testing web,tutorial,40 min,7,,"Burp Suite intercepta y modifica peticiones HTTP. Esencial para probar seguridad de aplicaciones web. Usado por profesionales.",false,hacking
sexto-egb,Herramientas de Seguridad,Proyecto: Auditoría de aplicación web,project,60 min,8,,"Realiza una auditoría completa de una aplicación web de práctica. Usa las herramientas aprendidas. Documenta hallazgos y recomendaciones.",false,hacking
sexto-egb,Ingeniería Social,Psicología del engaño,video,25 min,9,,"Los hackers explotan la psicología humana: urgencia, autoridad, reciprocidad. Entender estos principios te hace menos vulnerable.",false,hacking
sexto-egb,Ingeniería Social,Técnicas de phishing avanzado,tutorial,35 min,10,,"Spear phishing, whaling, vishing, smishing. Ataques dirigidos y personalizados son más efectivos. Aprende a identificarlos.",false,hacking
sexto-egb,Ingeniería Social,Pretexting y baiting,tutorial,30 min,11,,"Pretexting: crear una historia falsa para obtener información. Baiting: dejar USBs infectados. Técnicas de manipulación comunes.",false,hacking
sexto-egb,Ingeniería Social,Proyecto: Campaña de concientización,project,50 min,12,,"Diseña una campaña para educar a empleados sobre ingeniería social. Incluye ejemplos, señales de alerta y procedimientos.",false,hacking
sexto-egb,Respuesta a Incidentes,Ciclo de respuesta,video,25 min,13,,"Preparación, identificación, contención, erradicación, recuperación, lecciones aprendidas. El proceso para manejar incidentes de seguridad.",false,hacking
sexto-egb,Respuesta a Incidentes,Análisis forense básico,tutorial,40 min,14,,"Preservar evidencia, analizar logs, reconstruir eventos. El forense digital ayuda a entender qué pasó y quién fue responsable.",false,hacking
sexto-egb,Respuesta a Incidentes,Proyecto: Simulacro de incidente,project,60 min,15,,"Participa en un simulacro de incidente de seguridad. Tu equipo debe detectar, contener y documentar el ataque simulado.",false,hacking
sexto-egb,Respuesta a Incidentes,Certificación: Analista de Seguridad Jr,activity,20 min,16,,"Certificado por demostrar habilidades en análisis de vulnerabilidades, uso de herramientas y respuesta a incidentes.",true,hacking
septimo-egb,Diseño 3D y Fabricación,Introducción al diseño 3D,video,25 min,1,,"El diseño 3D permite crear objetos virtuales que pueden fabricarse. CAD (Computer-Aided Design) es usado en ingeniería, arquitectura y manufactura.",false,robotica
septimo-egb,Diseño 3D y Fabricación,Tinkercad 3D básico,tutorial,35 min,2,,"Aprende las herramientas básicas de Tinkercad 3D: formas primitivas, agrupación, agujeros, alineación. Crea tu primer objeto imprimible.",false,robotica
septimo-egb,Diseño 3D y Fabricación,Diseño para impresión 3D,tutorial,30 min,3,,"Consideraciones para imprimir: grosor de paredes, soportes, orientación. Un buen diseño digital no siempre es un buen diseño para imprimir.",false,robotica
septimo-egb,Diseño 3D y Fabricación,Proyecto: Carcasa para Arduino,project,50 min,4,,"Diseña una carcasa personalizada para tu Arduino. Debe tener orificios para cables, ventilación y acceso a puertos. Medidas precisas.",false,robotica
septimo-egb,Robótica con Python,Python vs Arduino IDE,video,20 min,5,,"Python es más poderoso y versátil. MicroPython y CircuitPython permiten programar microcontroladores con Python. Sintaxis más limpia.",false,robotica
septimo-egb,Robótica con Python,Raspberry Pi Pico,tutorial,35 min,6,,"El Pico es un microcontrolador potente y económico. Programable con MicroPython. Más memoria y velocidad que Arduino UNO.",false,robotica
septimo-egb,Robótica con Python,GPIO y sensores con Python,tutorial,40 min,7,,"Controla pines GPIO con Python. Lee sensores, controla LEDs y motores. Librerías como machine y time simplifican el código.",false,robotica
septimo-egb,Robótica con Python,Proyecto: Datalogger,project,50 min,8,,"Crea un registrador de datos que guarde lecturas de sensores en un archivo. Temperatura cada minuto durante 24 horas. Analiza los datos.",false,robotica
septimo-egb,Visión Artificial,OpenCV básico,tutorial,40 min,9,,"OpenCV es la librería más popular para visión por computadora. Captura video, detecta colores, encuentra contornos. Base para proyectos avanzados.",false,robotica
septimo-egb,Visión Artificial,Detección de colores,tutorial,35 min,10,,"Usa espacios de color HSV para detectar objetos de colores específicos. Crea máscaras y encuentra el centro de objetos coloreados.",false,robotica
septimo-egb,Visión Artificial,Seguimiento de objetos,tutorial,40 min,11,,"Combina detección con tracking para seguir objetos en movimiento. El robot puede seguir una pelota roja o tu mano.",false,robotica
septimo-egb,Visión Artificial,Proyecto: Robot seguidor de color,project,60 min,12,,"Construye un robot con cámara que siga objetos de un color específico. Combina visión artificial con control de motores.",false,robotica
septimo-egb,Proyecto Capstone,Definición del proyecto,activity,40 min,13,,"Elige un problema real para resolver con robótica. Define objetivos, alcance, materiales necesarios. Presenta tu propuesta.",false,robotica
septimo-egb,Proyecto Capstone,Desarrollo del prototipo,project,90 min,14,,"Construye tu prototipo funcional. Itera sobre el diseño, resuelve problemas, documenta el proceso. Pide feedback.",false,robotica
septimo-egb,Proyecto Capstone,Presentación final,activity,45 min,15,,"Presenta tu proyecto ante jurado. Demuestra funcionamiento, explica decisiones técnicas, responde preguntas. Evaluación formal.",false,robotica
septimo-egb,Proyecto Capstone,Certificación: Ingeniero Robótico Jr,activity,20 min,16,,"Certificado por completar el programa de robótica intermedia y demostrar competencias en diseño, programación y fabricación.",true,robotica
septimo-egb,Modelos Generativos,¿Qué son los modelos generativos?,video,25 min,1,,"Los modelos generativos crean contenido nuevo: imágenes, texto, música, código. GPT, DALL-E, Stable Diffusion son ejemplos famosos.",false,ia
septimo-egb,Modelos Generativos,GANs: Redes Generativas Adversarias,video,30 min,2,,"Dos redes compiten: el generador crea, el discriminador evalúa. Juntas mejoran hasta crear contenido indistinguible del real.",false,ia
septimo-egb,Modelos Generativos,Transformers y atención,video,35 min,3,,"Los Transformers revolucionaron la IA. El mecanismo de atención permite procesar secuencias largas eficientemente. Base de GPT y BERT.",false,ia
septimo-egb,Modelos Generativos,Proyecto: Generador de imágenes,project,50 min,4,,"Usa Stable Diffusion para generar imágenes a partir de texto. Experimenta con prompts, estilos y parámetros.",false,ia
septimo-egb,Prompt Engineering,El arte del prompting,video,25 min,5,,"Un buen prompt obtiene mejores resultados. Aprende técnicas: ser específico, dar contexto, usar ejemplos, iterar.",false,ia
septimo-egb,Prompt Engineering,Prompts para texto,tutorial,35 min,6,,"Técnicas para ChatGPT y similares: role-playing, chain-of-thought, few-shot learning. Obtén respuestas más precisas y útiles.",false,ia
septimo-egb,Prompt Engineering,Prompts para imágenes,tutorial,35 min,7,,"Técnicas para DALL-E y Midjourney: descripción detallada, estilo artístico, composición, iluminación. Crea imágenes impresionantes.",false,ia
septimo-egb,Prompt Engineering,Proyecto: Libro ilustrado con IA,project,60 min,8,,"Crea un libro corto con historia generada por IA e ilustraciones generadas por IA. Combina texto e imágenes coherentemente.",false,ia
septimo-egb,IA y Programación,GitHub Copilot y asistentes de código,video,25 min,9,,"Los asistentes de código sugieren líneas, funciones completas, incluso programas. Aumentan productividad pero requieren supervisión.",false,ia
septimo-egb,IA y Programación,Debugging con IA,tutorial,35 min,10,,"Usa IA para encontrar y corregir errores en tu código. Explica el problema, proporciona contexto, evalúa las sugerencias.",false,ia
septimo-egb,IA y Programación,Generación de código,tutorial,40 min,11,,"Describe lo que quieres en lenguaje natural y la IA genera código. Útil para prototipos rápidos y aprender nuevos lenguajes.",false,ia
septimo-egb,IA y Programación,Proyecto: App con asistencia de IA,project,60 min,12,,"Desarrolla una aplicación simple usando asistentes de IA. Documenta qué partes generó la IA y cuáles modificaste tú.",false,ia
septimo-egb,Futuro de la IA,AGI y superinteligencia,video,30 min,13,,"AGI (Inteligencia General Artificial) igualaría la inteligencia humana. Superinteligencia la superaría. Debates sobre riesgos y beneficios.",false,ia
septimo-egb,Futuro de la IA,Regulación y gobernanza,activity,35 min,14,,"¿Quién regula la IA? Gobiernos, empresas, organizaciones internacionales debaten. Analiza propuestas de regulación actuales.",false,ia
septimo-egb,Futuro de la IA,Proyecto: Visión del futuro,project,50 min,15,,"Escribe un ensayo o crea una presentación sobre cómo crees que la IA cambiará el mundo en 20 años. Argumenta con evidencia.",false,ia
septimo-egb,Futuro de la IA,Certificación: Innovador en IA,activity,20 min,16,,"Certificado por dominar conceptos avanzados de IA generativa y demostrar pensamiento crítico sobre el futuro de la tecnología.",true,ia
septimo-egb,Pentesting Avanzado,Metodología PTES,video,30 min,1,,"Penetration Testing Execution Standard define fases: pre-engagement, intelligence gathering, threat modeling, vulnerability analysis, exploitation, post-exploitation, reporting.",false,hacking
septimo-egb,Pentesting Avanzado,Reconocimiento pasivo,tutorial,40 min,2,,"OSINT: recopilar información sin interactuar directamente. Google dorks, Shodan, redes sociales, registros públicos.",false,hacking
septimo-egb,Pentesting Avanzado,Reconocimiento activo,tutorial,40 min,3,,"Escaneo de puertos, enumeración de servicios, fingerprinting. Interacción directa con el objetivo. Más información pero más riesgo de detección.",false,hacking
septimo-egb,Pentesting Avanzado,Proyecto: Recon completo,project,50 min,4,,"Realiza reconocimiento completo de un objetivo de práctica. Documenta toda la información encontrada de forma organizada.",false,hacking
septimo-egb,Explotación,Metasploit Framework,tutorial,45 min,5,,"Metasploit es la herramienta de explotación más popular. Módulos de exploits, payloads, auxiliares. Interfaz de línea de comandos.",false,hacking
septimo-egb,Explotación,Exploits y payloads,tutorial,40 min,6,,"Exploits aprovechan vulnerabilidades. Payloads son el código que se ejecuta después. Meterpreter es un payload avanzado.",false,hacking
septimo-egb,Explotación,Post-explotación,tutorial,40 min,7,,"Una vez dentro: escalada de privilegios, persistencia, movimiento lateral, exfiltración. Simula lo que haría un atacante real.",false,hacking
septimo-egb,Explotación,Proyecto: CTF intermedio,project,60 min,8,,"Resuelve desafíos CTF de nivel intermedio. Combina reconocimiento, explotación y post-explotación para encontrar las banderas.",false,hacking
septimo-egb,Seguridad en Aplicaciones,Análisis de código fuente,tutorial,40 min,9,,"SAST (Static Application Security Testing) analiza código sin ejecutarlo. Encuentra vulnerabilidades antes de que lleguen a producción.",false,hacking
septimo-egb,Seguridad en Aplicaciones,Testing dinámico,tutorial,40 min,10,,"DAST (Dynamic Application Security Testing) prueba aplicaciones en ejecución. Encuentra vulnerabilidades que solo aparecen en runtime.",false,hacking
septimo-egb,Seguridad en Aplicaciones,Seguridad en APIs,tutorial,35 min,11,,"Las APIs son puntos de ataque comunes. Autenticación, autorización, rate limiting, validación de entrada. OWASP API Security Top 10.",false,hacking
septimo-egb,Seguridad en Aplicaciones,Proyecto: Auditoría de API,project,50 min,12,,"Audita una API de práctica. Prueba autenticación, autorización, inyecciones, exposición de datos. Documenta vulnerabilidades.",false,hacking
septimo-egb,Red Team vs Blue Team,Operaciones Red Team,video,30 min,13,,"Red Team simula atacantes reales. Operaciones prolongadas, técnicas avanzadas, objetivos específicos. Prueba la seguridad integral.",false,hacking
septimo-egb,Red Team vs Blue Team,Operaciones Blue Team,video,30 min,14,,"Blue Team defiende. Monitoreo, detección, respuesta. SOC (Security Operations Center) vigila 24/7. Herramientas SIEM.",false,hacking
septimo-egb,Red Team vs Blue Team,Proyecto: Ejercicio Red vs Blue,project,70 min,15,,"Simulación donde un equipo ataca y otro defiende. Rotación de roles. Aprende ambas perspectivas de la seguridad.",false,hacking
septimo-egb,Red Team vs Blue Team,Certificación: Pentester Junior,activity,20 min,16,,"Certificado por demostrar habilidades avanzadas en pentesting, explotación y metodologías de seguridad ofensiva.",true,hacking
octavo-egb,Electrónica Avanzada,Amplificadores operacionales,video,30 min,1,,"Los op-amps son bloques fundamentales en electrónica analógica. Amplificación, filtrado, comparación. Configuraciones inversora y no inversora.",false,robotica
octavo-egb,Electrónica Avanzada,Filtros activos,tutorial,35 min,2,,"Filtros pasa-bajos, pasa-altos, pasa-banda. Eliminan ruido y seleccionan frecuencias. Esenciales para procesar señales de sensores.",false,robotica
octavo-egb,Electrónica Avanzada,Fuentes de alimentación,tutorial,35 min,3,,"Diseña fuentes reguladas con LM7805 y LM317. Protección contra cortocircuitos. Alimenta tus proyectos de forma segura y estable.",false,robotica
octavo-egb,Electrónica Avanzada,Proyecto: Amplificador de audio,project,50 min,4,,"Construye un amplificador de audio con LM386. Conecta a un micrófono y altavoz. Ajusta ganancia y volumen.",false,robotica
octavo-egb,Microcontroladores ARM,Introducción a ARM,video,25 min,5,,"ARM domina el mercado de microcontroladores. Más potentes que AVR (Arduino). STM32, ESP32, Raspberry Pi Pico usan ARM.",false,robotica
octavo-egb,Microcontroladores ARM,STM32 con STM32CubeIDE,tutorial,45 min,6,,"Configura el entorno de desarrollo. HAL (Hardware Abstraction Layer) simplifica la programación. GPIO, timers, interrupciones.",false,robotica
octavo-egb,Microcontroladores ARM,Comunicación I2C y SPI,tutorial,40 min,7,,"Protocolos de comunicación entre chips. I2C usa 2 cables, SPI usa 4. Conecta múltiples sensores y displays.",false,robotica
octavo-egb,Microcontroladores ARM,Proyecto: Sistema de monitoreo,project,60 min,8,,"Crea un sistema que lea múltiples sensores por I2C y muestre datos en display OLED. Comunicación eficiente.",false,robotica
octavo-egb,Control y Automatización,Teoría de control,video,30 min,9,,"Sistemas de lazo abierto vs lazo cerrado. Retroalimentación permite corregir errores. PID es el controlador más usado.",false,robotica
octavo-egb,Control y Automatización,Controlador PID,tutorial,45 min,10,,"Proporcional, Integral, Derivativo. Cada término corrige diferentes tipos de error. Sintonización para respuesta óptima.",false,robotica
octavo-egb,Control y Automatización,Motores paso a paso,tutorial,35 min,11,,"Los steppers giran en pasos precisos. Control de posición sin encoder. CNC, impresoras 3D, robots de precisión.",false,robotica
octavo-egb,Control y Automatización,Proyecto: Brazo robótico,project,70 min,12,,"Construye un brazo robótico de 3 ejes con servos. Control de posición preciso. Programación de secuencias de movimiento.",false,robotica
octavo-egb,Robótica Móvil,Cinemática de robots,video,30 min,13,,"Cinemática directa e inversa. Calcula posición de ruedas y trayectorias. Matemáticas detrás del movimiento robótico.",false,robotica
octavo-egb,Robótica Móvil,Navegación autónoma,tutorial,45 min,14,,"SLAM (Simultaneous Localization and Mapping). El robot construye un mapa mientras navega. Algoritmos de planificación de rutas.",false,robotica
octavo-egb,Robótica Móvil,Proyecto: Robot cartógrafo,project,80 min,15,,"Construye un robot que explore un espacio y cree un mapa. Usa sensores ultrasónicos y algoritmos de navegación.",false,robotica
octavo-egb,Robótica Móvil,Certificación: Técnico en Robótica,activity,20 min,16,,"Certificado por dominar electrónica avanzada, microcontroladores ARM y sistemas de control automático.",true,robotica
octavo-egb,Aprendizaje por Refuerzo,¿Qué es RL?,video,30 min,1,,"Reinforcement Learning: agentes aprenden por prueba y error. Recompensas guían el aprendizaje. Usado en juegos, robótica, trading.",false,ia
octavo-egb,Aprendizaje por Refuerzo,Markov Decision Processes,video,35 min,2,,"MDPs modelan problemas de decisión secuencial. Estados, acciones, recompensas, transiciones. Base matemática de RL.",false,ia
octavo-egb,Aprendizaje por Refuerzo,Q-Learning,tutorial,45 min,3,,"Algoritmo clásico de RL. Tabla Q almacena valores de acciones. Exploración vs explotación. Implementación desde cero.",false,ia
octavo-egb,Aprendizaje por Refuerzo,Proyecto: Agente de juego,project,60 min,4,,"Entrena un agente para jugar un juego simple. Observa cómo aprende estrategias a través de miles de intentos.",false,ia
octavo-egb,Deep Reinforcement Learning,DQN: Deep Q-Networks,video,35 min,5,,"Combina Q-Learning con redes neuronales. Puede aprender de imágenes directamente. Jugó Atari mejor que humanos.",false,ia
octavo-egb,Deep Reinforcement Learning,Policy Gradient,tutorial,40 min,6,,"En lugar de valores, aprende directamente la política. REINFORCE, Actor-Critic. Mejor para acciones continuas.",false,ia
octavo-egb,Deep Reinforcement Learning,PPO y algoritmos modernos,tutorial,40 min,7,,"Proximal Policy Optimization es el estándar actual. Estable, eficiente, fácil de usar. Usado por OpenAI.",false,ia
